datetime,Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,PT08.S1(CO)_dif1
2004-06-21 08:00:00,21/06/2004,08.00.00,3.7,1221.0,23.3,1386.0,232.0,626.0,109.0,2138.0,1412.0,23.3,38.6,1.0919,89.0
2004-06-21 09:00:00,21/06/2004,09.00.00,2.5,1024.0,13.8,1111.0,201.0,770.0,110.0,1753.0,1069.0,25.1,32.4,1.017,-197.0
2004-06-21 10:00:00,21/06/2004,10.00.00,1.8,938.0,10.2,987.0,134.0,862.0,111.0,1597.0,817.0,27.8,25.8,0.9473,-86.0
2004-06-21 11:00:00,21/06/2004,11.00.00,1.5,869.0,7.9,897.0,104.0,965.0,106.0,1480.0,649.0,29.6,21.0,0.8548,-69.0
2004-06-21 12:00:00,21/06/2004,12.00.00,1.5,846.0,8.8,930.0,89.0,947.0,104.0,1467.0,598.0,30.2,18.0,0.7613,-23.0
2004-06-21 13:00:00,21/06/2004,13.00.00,1.2,838.0,7.2,868.0,66.0,1005.0,76.0,1454.0,540.0,30.1,18.5,0.7747,-8.0
2004-06-21 14:00:00,21/06/2004,14.00.00,1.4,875.0,8.3,912.0,85.0,978.0,84.0,1504.0,601.0,29.5,19.4,0.7872,37.0
2004-06-21 15:00:00,21/06/2004,15.00.00,1.6,907.0,9.6,961.0,105.0,920.0,102.0,1564.0,668.0,31.1,18.2,0.8079,32.0
2004-06-21 16:00:00,21/06/2004,16.00.00,1.6,889.0,9.0,939.0,99.0,920.0,102.0,1492.0,647.0,30.3,19.0,0.8103,-18.0
2004-06-21 17:00:00,21/06/2004,17.00.00,2.2,969.0,12.4,1064.0,132.0,834.0,124.0,1645.0,816.0,30.1,19.3,0.8083,80.0
2004-06-21 18:00:00,21/06/2004,18.00.00,3.0,1051.0,15.3,1157.0,186.0,760.0,147.0,1787.0,963.0,28.6,22.3,0.859,82.0
2004-06-21 19:00:00,21/06/2004,19.00.00,3.0,1043.0,16.1,1181.0,174.0,736.0,138.0,1813.0,1010.0,26.1,28.3,0.9407,-8.0
2004-06-21 20:00:00,21/06/2004,20.00.00,2.7,1043.0,14.1,1121.0,149.0,736.0,126.0,1793.0,967.0,24.5,35.7,1.0807,0.0
2004-06-21 21:00:00,21/06/2004,21.00.00,2.1,1007.0,11.4,1027.0,114.0,798.0,112.0,1737.0,904.0,23.1,41.5,1.1582,-36.0
2004-06-21 22:00:00,21/06/2004,22.00.00,1.6,966.0,9.5,959.0,92.0,838.0,95.0,1686.0,852.0,21.8,46.3,1.1913,-41.0
2004-06-21 23:00:00,21/06/2004,23.00.00,1.3,920.0,7.4,875.0,75.0,915.0,80.0,1594.0,744.0,20.9,48.9,1.1945,-46.0
2004-06-22 00:00:00,22/06/2004,00.00.00,1.1,889.0,6.4,831.0,74.0,956.0,79.0,1570.0,760.0,20.5,49.9,1.1903,-31.0
2004-06-22 01:00:00,22/06/2004,01.00.00,0.7,825.0,4.1,715.0,35.0,1062.0,49.0,1462.0,613.0,20.0,50.9,1.1794,-64.0
2004-06-22 02:00:00,22/06/2004,02.00.00,0.4,758.0,1.9,580.0,22.0,1215.0,36.0,1374.0,531.0,22.1,44.3,1.1665,-67.0
2004-06-22 04:00:00,22/06/2004,04.00.00,0.2,719.0,1.2,522.0,24.0,1385.0,40.0,1343.0,509.0,19.8,50.3,1.1444,-16.0
2004-06-22 05:00:00,22/06/2004,05.00.00,0.3,757.0,2.2,596.0,30.0,1236.0,37.0,1381.0,560.0,19.0,52.8,1.1489,38.0
2004-06-22 06:00:00,22/06/2004,06.00.00,0.9,890.0,6.4,831.0,93.0,922.0,67.0,1594.0,826.0,17.8,56.5,1.1375,133.0
2004-06-22 07:00:00,22/06/2004,07.00.00,3.1,1181.0,18.5,1255.0,332.0,632.0,106.0,2002.0,1334.0,18.2,55.8,1.1529,291.0
2004-06-22 08:00:00,22/06/2004,08.00.00,5.0,1332.0,30.2,1556.0,387.0,523.0,134.0,2394.0,1660.0,20.6,47.7,1.1448,151.0
2004-06-22 09:00:00,22/06/2004,09.00.00,2.8,1128.0,14.2,1124.0,267.0,717.0,123.0,1832.0,1362.0,22.8,41.9,1.1496,-204.0
2004-06-22 10:00:00,22/06/2004,10.00.00,2.8,1128.0,14.3,1126.0,269.0,725.0,136.0,1856.0,1316.0,27.1,31.7,1.1147,0.0
2004-06-22 11:00:00,22/06/2004,11.00.00,2.1,1064.0,12.6,1069.0,193.0,766.0,109.0,1766.0,1089.0,30.4,26.4,1.131,-64.0
2004-06-22 12:00:00,22/06/2004,12.00.00,3.1,1139.0,18.0,1240.0,239.0,702.0,144.0,1940.0,1129.0,31.1,26.2,1.1647,75.0
2004-06-22 13:00:00,22/06/2004,13.00.00,3.0,1121.0,17.1,1214.0,232.0,707.0,154.0,1912.0,1120.0,31.4,25.3,1.1444,-18.0
2004-06-22 14:00:00,22/06/2004,14.00.00,2.1,1032.0,13.0,1083.0,152.0,776.0,126.0,1772.0,916.0,30.8,26.7,1.168,-89.0
2004-06-22 15:00:00,22/06/2004,15.00.00,1.7,1040.0,11.2,1022.0,115.0,826.0,98.0,1747.0,812.0,31.8,25.6,1.1868,8.0
2004-06-22 16:00:00,22/06/2004,16.00.00,2.2,1076.0,13.6,1105.0,169.0,762.0,120.0,1782.0,959.0,33.5,22.9,1.1649,36.0
2004-06-22 17:00:00,22/06/2004,17.00.00,3.5,1177.0,20.5,1310.0,226.0,656.0,145.0,2011.0,1189.0,33.1,23.5,1.1673,101.0
2004-06-22 18:00:00,22/06/2004,18.00.00,3.6,1196.0,20.2,1303.0,218.0,654.0,139.0,2017.0,1199.0,31.7,25.9,1.1883,19.0
2004-06-22 19:00:00,22/06/2004,19.00.00,4.1,1204.0,23.1,1381.0,245.0,623.0,148.0,2085.0,1283.0,29.0,30.4,1.2013,8.0
2004-06-22 20:00:00,22/06/2004,20.00.00,4.0,1166.0,20.3,1304.0,236.0,646.0,139.0,2016.0,1291.0,27.4,33.6,1.2095,-38.0
2004-06-22 21:00:00,22/06/2004,21.00.00,1.8,959.0,9.3,949.0,104.0,857.0,93.0,1640.0,949.0,25.2,36.4,1.1528,-207.0
2004-06-22 22:00:00,22/06/2004,22.00.00,1.7,1004.0,10.5,997.0,104.0,813.0,96.0,1726.0,1018.0,24.0,39.6,1.1662,45.0
2004-06-22 23:00:00,22/06/2004,23.00.00,2.4,1050.0,13.6,1105.0,144.0,729.0,104.0,1807.0,1122.0,23.8,39.6,1.1558,46.0
2004-06-23 00:00:00,23/06/2004,00.00.00,1.2,965.0,8.0,900.0,79.0,864.0,83.0,1631.0,968.0,22.9,43.6,1.1974,-85.0
2004-06-23 01:00:00,23/06/2004,01.00.00,0.8,849.0,4.6,744.0,51.0,1004.0,66.0,1496.0,806.0,22.8,43.9,1.202,-116.0
2004-06-23 02:00:00,23/06/2004,02.00.00,0.5,809.0,3.2,666.0,38.0,1093.0,55.0,1455.0,714.0,21.8,47.3,1.2189,-40.0
2004-06-23 05:00:00,23/06/2004,05.00.00,0.4,768.0,2.2,597.0,30.0,1155.0,40.0,1396.0,606.0,21.7,46.8,1.2031,0.0
2004-06-23 06:00:00,23/06/2004,06.00.00,1.0,917.0,6.7,842.0,73.0,934.0,51.0,1656.0,819.0,20.3,52.3,1.2367,149.0
2004-06-23 07:00:00,23/06/2004,07.00.00,3.8,1252.0,23.1,1380.0,305.0,579.0,117.0,2210.0,1462.0,20.5,52.3,1.245,335.0
2004-06-23 08:00:00,23/06/2004,08.00.00,3.2,1224.0,19.0,1268.0,295.0,605.0,110.0,2046.0,1478.0,21.7,49.6,1.2673,-28.0
2004-06-23 09:00:00,23/06/2004,09.00.00,3.5,1277.0,20.1,1300.0,331.0,608.0,136.0,2090.0,1598.0,24.0,43.1,1.2677,53.0
2004-06-23 10:00:00,23/06/2004,10.00.00,3.2,1149.0,16.4,1192.0,304.0,672.0,152.0,1944.0,1449.0,28.5,31.7,1.2144,-128.0
2004-06-23 11:00:00,23/06/2004,11.00.00,2.3,1091.0,13.0,1082.0,210.0,746.0,119.0,1790.0,1221.0,32.2,25.1,1.189,-58.0
2004-06-23 12:00:00,23/06/2004,12.00.00,2.2,1053.0,13.1,1087.0,163.0,763.0,106.0,1762.0,1023.0,34.9,20.5,1.1279,-38.0
2004-06-23 13:00:00,23/06/2004,13.00.00,2.1,1023.0,11.8,1042.0,132.0,796.0,101.0,1711.0,910.0,35.4,19.9,1.1222,-30.0
2004-06-23 14:00:00,23/06/2004,14.00.00,1.9,1085.0,12.7,1075.0,126.0,767.0,110.0,1786.0,913.0,34.4,22.5,1.205,62.0
2004-06-23 15:00:00,23/06/2004,15.00.00,2.4,1116.0,14.1,1120.0,150.0,724.0,124.0,1854.0,1035.0,34.8,22.8,1.2488,31.0
2004-06-23 16:00:00,23/06/2004,16.00.00,2.5,1111.0,14.4,1131.0,171.0,735.0,137.0,1825.0,1085.0,34.3,22.4,1.1907,-5.0
2004-06-23 17:00:00,23/06/2004,17.00.00,3.6,1210.0,20.7,1316.0,234.0,645.0,159.0,2030.0,1278.0,32.5,25.3,1.2165,99.0
2004-06-23 18:00:00,23/06/2004,18.00.00,3.9,1250.0,21.6,1339.0,251.0,616.0,152.0,2075.0,1383.0,31.3,27.3,1.2234,40.0
2004-06-23 19:00:00,23/06/2004,19.00.00,4.4,1297.0,24.2,1408.0,294.0,595.0,166.0,2134.0,1473.0,30.2,29.0,1.2224,47.0
2004-06-23 20:00:00,23/06/2004,20.00.00,4.8,1313.0,21.8,1345.0,300.0,603.0,163.0,2118.0,1507.0,28.5,33.3,1.2775,16.0
2004-06-23 21:00:00,23/06/2004,21.00.00,2.5,1146.0,13.0,1084.0,159.0,713.0,121.0,1829.0,1215.0,27.3,35.3,1.2606,-167.0
2004-06-23 22:00:00,23/06/2004,22.00.00,2.8,1199.0,15.1,1152.0,176.0,685.0,125.0,1897.0,1242.0,26.1,37.8,1.2575,53.0
2004-06-23 23:00:00,23/06/2004,23.00.00,3.2,1274.0,16.6,1197.0,192.0,626.0,120.0,2023.0,1356.0,24.7,47.1,1.44,75.0
2004-06-24 00:00:00,24/06/2004,00.00.00,2.6,1243.0,12.7,1072.0,152.0,675.0,103.0,1978.0,1195.0,23.6,59.8,1.7193,-31.0
2004-06-24 01:00:00,24/06/2004,01.00.00,1.5,1054.0,8.6,923.0,63.0,783.0,64.0,1793.0,899.0,23.3,60.5,1.706,-189.0
2004-06-24 02:00:00,24/06/2004,02.00.00,1.0,962.0,5.3,778.0,35.0,929.0,44.0,1645.0,726.0,23.3,59.4,1.6753,-92.0
2004-06-24 04:00:00,24/06/2004,04.00.00,0.6,871.0,2.8,639.0,21.0,1062.0,35.0,1528.0,684.0,23.7,53.5,1.546,-44.0
2004-06-24 05:00:00,24/06/2004,05.00.00,0.6,877.0,3.1,658.0,41.0,1047.0,46.0,1530.0,779.0,21.2,60.9,1.5092,6.0
2004-06-24 06:00:00,24/06/2004,06.00.00,0.7,893.0,3.7,696.0,48.0,1008.0,54.0,1548.0,801.0,22.1,56.2,1.48,16.0
2004-06-24 07:00:00,24/06/2004,07.00.00,1.2,1030.0,6.9,851.0,102.0,824.0,68.0,1700.0,983.0,21.9,57.0,1.4742,137.0
2004-06-24 08:00:00,24/06/2004,08.00.00,1.5,1059.0,8.6,926.0,111.0,783.0,77.0,1750.0,989.0,24.7,45.9,1.4061,29.0
2004-06-24 09:00:00,24/06/2004,09.00.00,1.3,1020.0,7.1,860.0,93.0,864.0,74.0,1649.0,875.0,27.0,40.8,1.4286,-39.0
2004-06-24 10:00:00,24/06/2004,10.00.00,1.6,1045.0,6.6,840.0,118.0,879.0,92.0,1656.0,807.0,29.1,37.4,1.4833,25.0
2004-06-24 11:00:00,24/06/2004,11.00.00,1.5,1029.0,7.2,866.0,93.0,874.0,83.0,1651.0,727.0,31.1,32.4,1.4351,-16.0
2004-06-24 12:00:00,24/06/2004,12.00.00,1.2,959.0,5.0,763.0,56.0,976.0,58.0,1561.0,549.0,31.9,30.3,1.4125,-70.0
2004-06-24 13:00:00,24/06/2004,13.00.00,1.1,975.0,5.7,798.0,51.0,939.0,55.0,1576.0,570.0,32.8,28.9,1.412,16.0
2004-06-24 14:00:00,24/06/2004,14.00.00,1.2,988.0,6.0,813.0,52.0,927.0,61.0,1596.0,596.0,33.4,27.8,1.4119,13.0
2004-06-24 15:00:00,24/06/2004,15.00.00,1.3,971.0,6.1,818.0,59.0,942.0,65.0,1565.0,585.0,35.3,23.7,1.3331,-17.0
2004-06-24 16:00:00,24/06/2004,16.00.00,1.4,999.0,8.0,899.0,62.0,869.0,74.0,1629.0,637.0,35.8,22.4,1.2915,28.0
2004-06-24 17:00:00,24/06/2004,17.00.00,1.6,989.0,7.8,889.0,85.0,889.0,89.0,1602.0,664.0,35.3,20.8,1.1664,-10.0
2004-06-24 18:00:00,24/06/2004,18.00.00,2.1,1075.0,11.1,1020.0,109.0,802.0,103.0,1732.0,797.0,33.3,23.9,1.2085,86.0
2004-06-24 19:00:00,24/06/2004,19.00.00,3.0,1190.0,15.9,1177.0,168.0,695.0,128.0,1934.0,1046.0,30.3,30.8,1.3044,115.0
2004-06-24 20:00:00,24/06/2004,20.00.00,2.8,1172.0,13.7,1108.0,166.0,706.0,122.0,1878.0,1058.0,28.3,34.5,1.3084,-18.0
2004-06-24 21:00:00,24/06/2004,21.00.00,3.8,1256.0,21.6,1340.0,149.0,594.0,125.0,2176.0,1214.0,27.1,38.9,1.3758,84.0
2004-06-24 22:00:00,24/06/2004,22.00.00,3.2,1190.0,16.8,1203.0,118.0,658.0,119.0,1967.0,1056.0,25.4,43.2,1.3805,-66.0
2004-06-24 23:00:00,24/06/2004,23.00.00,4.1,1249.0,20.5,1310.0,160.0,601.0,126.0,2114.0,1280.0,24.6,45.3,1.3767,59.0
2004-06-25 00:00:00,25/06/2004,00.00.00,2.6,1072.0,14.1,1120.0,124.0,711.0,100.0,1838.0,1045.0,23.7,46.0,1.3346,-177.0
2004-06-25 01:00:00,25/06/2004,01.00.00,2.0,1035.0,10.9,1011.0,95.0,750.0,94.0,1752.0,1039.0,23.0,48.1,1.3322,-37.0
2004-06-25 02:00:00,25/06/2004,02.00.00,0.9,839.0,3.6,690.0,34.0,1030.0,52.0,1457.0,640.0,24.8,43.4,1.3366,-196.0
2004-06-25 04:00:00,25/06/2004,04.00.00,0.6,804.0,2.4,616.0,45.0,1144.0,64.0,1427.0,662.0,21.7,50.2,1.2917,-29.0
2004-06-25 05:00:00,25/06/2004,05.00.00,0.6,811.0,3.0,651.0,35.0,1097.0,46.0,1442.0,579.0,21.9,50.7,1.3138,7.0
2004-06-25 06:00:00,25/06/2004,06.00.00,1.6,1028.0,8.9,934.0,141.0,818.0,88.0,1743.0,987.0,20.1,57.0,1.3216,217.0
2004-06-25 07:00:00,25/06/2004,07.00.00,2.6,1138.0,14.8,1141.0,199.0,671.0,104.0,1927.0,1197.0,21.5,51.8,1.3129,110.0
2004-06-25 08:00:00,25/06/2004,08.00.00,2.9,1203.0,16.2,1185.0,224.0,649.0,125.0,1968.0,1328.0,22.9,48.7,1.3416,65.0
2004-06-25 09:00:00,25/06/2004,09.00.00,2.8,1193.0,14.6,1136.0,245.0,667.0,151.0,1924.0,1370.0,25.7,41.0,1.3351,-10.0
2004-06-25 10:00:00,25/06/2004,10.00.00,1.9,1049.0,8.0,898.0,153.0,858.0,113.0,1671.0,921.0,29.9,33.2,1.3793,-144.0
2004-06-25 11:00:00,25/06/2004,11.00.00,1.9,1090.0,9.1,942.0,145.0,828.0,102.0,1713.0,876.0,32.9,28.0,1.3789,41.0
2004-06-25 12:00:00,25/06/2004,12.00.00,2.1,1070.0,10.0,976.0,130.0,808.0,108.0,1688.0,819.0,34.0,25.6,1.3363,-20.0
2004-06-25 13:00:00,25/06/2004,13.00.00,1.9,1014.0,9.8,970.0,95.0,826.0,93.0,1684.0,763.0,34.7,22.6,1.2297,-56.0
2004-06-25 14:00:00,25/06/2004,14.00.00,1.6,972.0,8.3,912.0,88.0,882.0,89.0,1596.0,675.0,35.5,20.3,1.1586,-42.0
2004-06-25 15:00:00,25/06/2004,15.00.00,1.6,951.0,7.5,880.0,89.0,920.0,84.0,1539.0,637.0,35.9,18.8,1.0912,-21.0
2004-06-25 16:00:00,25/06/2004,16.00.00,2.1,1033.0,11.7,1038.0,127.0,802.0,111.0,1690.0,826.0,36.2,18.6,1.0945,82.0
2004-06-25 17:00:00,25/06/2004,17.00.00,2.4,983.0,13.3,1094.0,149.0,817.0,115.0,1659.0,854.0,35.4,15.3,0.8613,-50.0
2004-06-25 18:00:00,25/06/2004,18.00.00,2.8,973.0,14.4,1128.0,170.0,813.0,127.0,1642.0,894.0,32.9,15.5,0.7649,-10.0
2004-06-25 19:00:00,25/06/2004,19.00.00,3.4,1083.0,17.9,1237.0,210.0,737.0,129.0,1786.0,1077.0,29.9,19.8,0.8211,110.0
2004-06-25 20:00:00,25/06/2004,20.00.00,3.4,1062.0,15.9,1176.0,230.0,763.0,140.0,1743.0,1121.0,28.1,22.4,0.8394,-21.0
2004-06-25 21:00:00,25/06/2004,21.00.00,2.7,1011.0,14.2,1122.0,203.0,808.0,137.0,1680.0,1071.0,26.1,24.7,0.8233,-51.0
2004-06-25 22:00:00,25/06/2004,22.00.00,2.6,1054.0,13.8,1110.0,174.0,765.0,130.0,1670.0,1167.0,25.0,28.7,0.8944,43.0
2004-06-25 23:00:00,25/06/2004,23.00.00,2.3,1013.0,11.7,1038.0,164.0,793.0,121.0,1598.0,1162.0,24.3,31.0,0.9268,-41.0
2004-06-26 00:00:00,26/06/2004,00.00.00,1.2,870.0,6.2,823.0,76.0,975.0,79.0,1398.0,848.0,24.0,31.2,0.919,-143.0
2004-06-26 01:00:00,26/06/2004,01.00.00,1.0,857.0,5.1,769.0,52.0,1006.0,69.0,1390.0,759.0,22.4,34.9,0.9362,-13.0
2004-06-26 02:00:00,26/06/2004,02.00.00,0.9,835.0,4.5,739.0,47.0,1036.0,61.0,1382.0,694.0,21.2,37.6,0.9355,-22.0
2004-06-26 05:00:00,26/06/2004,05.00.00,0.4,769.0,2.3,606.0,41.0,1171.0,58.0,1314.0,610.0,19.5,42.4,0.9515,6.0
2004-06-26 06:00:00,26/06/2004,06.00.00,0.9,891.0,5.5,790.0,74.0,960.0,70.0,1466.0,816.0,18.6,45.8,0.9723,122.0
2004-06-26 07:00:00,26/06/2004,07.00.00,1.8,1037.0,10.4,993.0,168.0,779.0,104.0,1680.0,1158.0,19.7,44.1,1.0039,146.0
2004-06-26 08:00:00,26/06/2004,08.00.00,2.2,1090.0,12.4,1065.0,176.0,728.0,109.0,1773.0,1228.0,21.9,39.4,1.0243,53.0
2004-06-26 09:00:00,26/06/2004,09.00.00,2.4,1117.0,14.0,1118.0,184.0,716.0,129.0,1791.0,1323.0,24.5,34.3,1.0407,27.0
2004-06-26 10:00:00,26/06/2004,10.00.00,2.3,1109.0,12.7,1074.0,187.0,761.0,144.0,1734.0,1274.0,30.0,25.6,1.0674,-8.0
2004-06-26 11:00:00,26/06/2004,11.00.00,1.6,961.0,9.0,939.0,118.0,912.0,101.0,1508.0,846.0,34.5,18.9,1.0168,-148.0
2004-06-26 12:00:00,26/06/2004,12.00.00,1.4,985.0,8.5,919.0,89.0,918.0,90.0,1540.0,737.0,36.3,17.5,1.0411,24.0
2004-06-26 13:00:00,26/06/2004,13.00.00,1.4,960.0,8.2,909.0,70.0,910.0,86.0,1523.0,675.0,37.7,16.0,1.0231,-25.0
2004-06-26 14:00:00,26/06/2004,14.00.00,1.0,927.0,5.9,806.0,51.0,1013.0,69.0,1446.0,559.0,38.3,15.8,1.0465,-33.0
2004-06-26 15:00:00,26/06/2004,15.00.00,1.0,958.0,5.6,795.0,52.0,1002.0,65.0,1481.0,604.0,38.4,17.5,1.1609,31.0
2004-06-26 16:00:00,26/06/2004,16.00.00,1.2,1019.0,6.7,842.0,70.0,935.0,73.0,1565.0,729.0,37.2,20.5,1.2813,61.0
2004-06-26 17:00:00,26/06/2004,17.00.00,1.3,1010.0,6.1,816.0,80.0,955.0,73.0,1567.0,741.0,34.0,26.4,1.3781,-9.0
2004-06-26 18:00:00,26/06/2004,18.00.00,1.5,1030.0,6.7,844.0,90.0,917.0,78.0,1599.0,747.0,32.3,30.4,1.445,20.0
2004-06-26 19:00:00,26/06/2004,19.00.00,1.9,1100.0,9.2,946.0,111.0,827.0,98.0,1726.0,932.0,30.5,33.9,1.4564,70.0
2004-06-26 20:00:00,26/06/2004,20.00.00,1.8,1079.0,8.2,909.0,107.0,861.0,99.0,1686.0,928.0,29.2,37.8,1.5098,-21.0
2004-06-26 21:00:00,26/06/2004,21.00.00,1.4,1036.0,7.0,859.0,73.0,900.0,83.0,1645.0,860.0,28.4,39.1,1.4881,-43.0
2004-06-26 22:00:00,26/06/2004,22.00.00,1.7,1085.0,9.5,959.0,75.0,827.0,88.0,1747.0,963.0,27.7,40.6,1.4828,49.0
2004-06-26 23:00:00,26/06/2004,23.00.00,2.7,1214.0,15.1,1151.0,144.0,683.0,117.0,1938.0,1309.0,27.2,42.5,1.5069,129.0
2004-06-27 00:00:00,27/06/2004,00.00.00,2.1,1127.0,11.7,1041.0,120.0,728.0,97.0,1830.0,1266.0,26.5,44.8,1.528,-87.0
2004-06-27 01:00:00,27/06/2004,01.00.00,1.4,1038.0,9.3,950.0,71.0,776.0,75.0,1750.0,1181.0,25.5,47.6,1.5318,-89.0
2004-06-27 02:00:00,27/06/2004,02.00.00,1.0,948.0,6.4,829.0,40.0,873.0,53.0,1638.0,937.0,25.2,47.8,1.5076,-90.0
2004-06-27 04:00:00,27/06/2004,04.00.00,0.8,869.0,4.2,723.0,34.0,975.0,45.0,1522.0,789.0,23.2,52.3,1.4668,-84.0
2004-06-27 05:00:00,27/06/2004,05.00.00,0.5,809.0,2.6,628.0,27.0,1127.0,42.0,1490.0,682.0,24.0,50.3,1.4811,-60.0
2004-06-27 06:00:00,27/06/2004,06.00.00,0.6,833.0,2.8,641.0,30.0,1088.0,44.0,1496.0,717.0,23.5,51.2,1.4634,24.0
2004-06-27 07:00:00,27/06/2004,07.00.00,0.6,857.0,3.1,661.0,40.0,1083.0,50.0,1511.0,696.0,23.5,50.8,1.452,24.0
2004-06-27 08:00:00,27/06/2004,08.00.00,1.0,966.0,6.2,820.0,56.0,913.0,60.0,1634.0,807.0,24.7,47.6,1.4597,109.0
2004-06-27 09:00:00,27/06/2004,09.00.00,1.6,1063.0,7.9,894.0,104.0,823.0,100.0,1688.0,1025.0,27.2,41.1,1.4611,97.0
2004-06-27 10:00:00,27/06/2004,10.00.00,1.9,1110.0,10.5,996.0,121.0,782.0,111.0,1771.0,1090.0,31.0,32.4,1.4294,47.0
2004-06-27 11:00:00,27/06/2004,11.00.00,1.7,1055.0,9.0,941.0,100.0,844.0,110.0,1648.0,932.0,35.2,24.8,1.3854,-55.0
2004-06-27 12:00:00,27/06/2004,12.00.00,1.1,939.0,6.3,828.0,59.0,991.0,74.0,1486.0,639.0,37.8,18.5,1.1977,-116.0
2004-06-27 13:00:00,27/06/2004,13.00.00,0.8,816.0,3.5,684.0,42.0,1195.0,56.0,1285.0,467.0,39.0,15.1,1.0424,-123.0
2004-06-27 14:00:00,27/06/2004,14.00.00,0.7,841.0,4.0,712.0,38.0,1175.0,50.0,1339.0,476.0,41.3,12.8,0.9933,25.0
2004-06-27 15:00:00,27/06/2004,15.00.00,0.7,842.0,4.2,722.0,40.0,1163.0,54.0,1294.0,490.0,41.8,11.9,0.9476,1.0
2004-06-27 16:00:00,27/06/2004,16.00.00,1.2,990.0,6.9,852.0,70.0,967.0,90.0,1488.0,669.0,42.2,14.2,1.1609,148.0
2004-06-27 17:00:00,27/06/2004,17.00.00,1.6,1042.0,7.9,894.0,95.0,916.0,109.0,1537.0,800.0,41.4,15.5,1.2089,52.0
2004-06-27 18:00:00,27/06/2004,18.00.00,1.6,1089.0,7.9,893.0,90.0,879.0,110.0,1609.0,791.0,38.9,21.4,1.4605,47.0
2004-06-27 19:00:00,27/06/2004,19.00.00,1.7,1102.0,10.3,990.0,90.0,799.0,103.0,1685.0,849.0,34.3,26.0,1.3865,13.0
2004-06-27 20:00:00,27/06/2004,20.00.00,2.0,1095.0,10.5,996.0,111.0,799.0,120.0,1695.0,934.0,32.7,27.7,1.3439,-7.0
2004-06-27 21:00:00,27/06/2004,21.00.00,2.3,1116.0,12.7,1075.0,135.0,761.0,134.0,1784.0,1081.0,30.5,30.4,1.3031,21.0
2004-06-27 22:00:00,27/06/2004,22.00.00,2.4,1105.0,11.9,1046.0,146.0,777.0,137.0,1751.0,1102.0,29.0,33.6,1.3277,-11.0
2004-06-27 23:00:00,27/06/2004,23.00.00,1.7,1018.0,9.3,950.0,100.0,830.0,99.0,1636.0,914.0,28.2,36.6,1.3781,-87.0
2004-06-28 00:00:00,28/06/2004,00.00.00,1.2,991.0,7.9,896.0,69.0,857.0,78.0,1616.0,926.0,27.2,38.9,1.3821,-27.0
2004-06-28 01:00:00,28/06/2004,01.00.00,1.0,923.0,5.0,765.0,47.0,952.0,63.0,1508.0,786.0,26.7,40.0,1.3754,-68.0
2004-06-28 02:00:00,28/06/2004,02.00.00,0.6,874.0,3.4,679.0,26.0,1049.0,41.0,1444.0,619.0,26.0,41.2,1.3598,-49.0
2004-06-28 04:00:00,28/06/2004,04.00.00,0.4,838.0,2.7,632.0,24.0,1079.0,39.0,1438.0,634.0,24.0,46.6,1.37,-8.0
2004-06-28 05:00:00,28/06/2004,05.00.00,0.5,827.0,3.1,656.0,55.0,1075.0,60.0,1447.0,722.0,24.0,46.4,1.3689,-11.0
2004-06-28 06:00:00,28/06/2004,06.00.00,0.7,901.0,5.0,763.0,47.0,984.0,54.0,1552.0,717.0,23.7,47.1,1.3602,74.0
2004-06-28 07:00:00,28/06/2004,07.00.00,3.2,1291.0,20.7,1316.0,209.0,603.0,119.0,2172.0,1445.0,23.6,47.3,1.3634,390.0
2004-06-28 08:00:00,28/06/2004,08.00.00,5.6,1441.0,32.4,1606.0,348.0,503.0,159.0,2568.0,1786.0,25.5,43.1,1.3891,150.0
2004-06-28 09:00:00,28/06/2004,09.00.00,4.6,1363.0,24.2,1410.0,337.0,565.0,182.0,2199.0,1791.0,28.5,36.8,1.4128,-78.0
2004-06-28 10:00:00,28/06/2004,10.00.00,3.3,1218.0,16.6,1198.0,280.0,671.0,183.0,1907.0,1413.0,32.6,28.0,1.3566,-145.0
2004-06-28 11:00:00,28/06/2004,11.00.00,2.1,1132.0,13.2,1091.0,169.0,751.0,144.0,1795.0,1092.0,36.3,23.4,1.3902,-86.0
2004-06-28 12:00:00,28/06/2004,12.00.00,1.9,1103.0,12.3,1060.0,126.0,770.0,118.0,1748.0,940.0,37.5,21.5,1.3673,-29.0
2004-06-28 13:00:00,28/06/2004,13.00.00,1.9,1081.0,12.1,1053.0,108.0,770.0,106.0,1773.0,883.0,39.6,19.0,1.3447,-22.0
2004-06-28 14:00:00,28/06/2004,14.00.00,1.6,1079.0,11.1,1018.0,93.0,793.0,97.0,1739.0,850.0,40.1,19.3,1.4013,-2.0
2004-06-28 15:00:00,28/06/2004,15.00.00,2.0,1167.0,13.1,1087.0,112.0,741.0,129.0,1820.0,928.0,40.4,20.0,1.4854,88.0
2004-06-28 16:00:00,28/06/2004,16.00.00,1.8,1148.0,11.6,1037.0,110.0,772.0,130.0,1720.0,835.0,39.9,20.1,1.4495,-19.0
2004-06-28 17:00:00,28/06/2004,17.00.00,2.9,1221.0,17.7,1230.0,188.0,670.0,163.0,1905.0,1157.0,39.1,19.6,1.3542,73.0
