datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,date,year,month,dayofmonth,quarter,dayofyear,weekofyear,dayofweek,Diff1,Diff2,Diff1_r,d_24,exp_0_05,exp_0_03,exp_0_08
2004-05-16 22:00:00,1.4,1034.0,,5.9,805.0,92.0,1030.0,97.0,1416.0,750.0,20.8,36.3,0.8775,2004-05-16 22:00:00,2004,5,16,2,137,20,6,-1.0999999999999996,2.5,-0.18644067796610161,7.2166666666666694,8.50292229038918,9.226708897728134,8.200255142612336
2004-05-16 23:00:00,1.4,934.0,,5.6,795.0,88.0,1098.0,93.0,1328.0,673.0,20.3,28.5,0.6686,2004-05-16 23:00:00,2004,5,16,2,137,20,6,-0.3000000000000007,0.7999999999999989,-0.0535714285714287,6.950000000000003,8.35777617586972,9.117907630796289,7.99223473120335
2004-05-17 00:00:00,1.4,913.0,,5.4,785.0,89.0,1110.0,85.0,1273.0,692.0,19.6,26.5,0.5974,2004-05-17 00:00:00,2004,5,17,2,138,21,0,-0.1999999999999993,0.10000000000000142,-0.0370370370370369,6.737500000000003,8.209887367076234,9.0063704018724,7.784855952707082
2004-05-17 01:00:00,0.9,835.0,,3.7,691.0,52.0,1265.0,67.0,1182.0,517.0,19.1,25.9,0.5673,2004-05-17 01:00:00,2004,5,17,2,138,21,0,-1.7000000000000002,-1.5000000000000009,-0.4594594594594595,6.595833333333336,7.984392998722422,8.847179289816228,7.458067476490516
2004-05-17 02:00:00,0.5,773.0,,1.8,568.0,25.0,1474.0,37.0,1113.0,392.0,18.4,27.6,0.5799,2004-05-17 02:00:00,2004,5,17,2,138,21,0,-1.9000000000000001,-0.19999999999999996,-1.0555555555555556,6.4791666666666705,7.6751733487863,8.635763911121742,7.005422078371275
2004-05-17 03:00:00,0.4,771.0,,1.4,533.0,0.41636098256620513,1566.0,0.41636098256620513,1110.0,360.0,17.4,30.2,0.5945,2004-05-17 03:00:00,2004,5,17,2,138,21,0,-0.40000000000000013,1.5,-0.2857142857142858,6.362500000000004,7.361414681346985,8.41869099378809,6.5569883121015735
2004-05-17 04:00:00,0.4644465439373442,805.0,,1.4,534.0,28.0,1454.0,40.0,1112.0,409.0,16.3,34.1,0.6257,2004-05-17 04:00:00,2004,5,17,2,138,21,0,0.0,0.40000000000000013,0.0,6.312500000000004,7.063343947279636,8.208130263974446,6.144429247133448
2004-05-17 05:00:00,0.5,930.0,,3.5,684.0,65.0,1059.0,75.0,1220.0,779.0,15.8,36.5,0.6535,2004-05-17 05:00:00,2004,5,17,2,138,21,0,2.1,2.1,0.6,6.366666666666672,6.8851767499156535,8.066886356055212,5.9328749073627725
2004-05-17 06:00:00,1.3,1009.0,,7.0,859.0,132.0,944.0,102.0,1420.0,1016.0,16.0,38.1,0.6879,2004-05-17 06:00:00,2004,5,17,2,138,21,0,3.5,1.4,0.5,6.5750000000000055,6.89091791241987,8.034879765373557,6.018244914773751
2004-05-17 07:00:00,2.6,1196.0,,14.4,1131.0,216.0,775.0,113.0,1675.0,1243.0,17.6,35.0,0.6965,2004-05-17 07:00:00,2004,5,17,2,138,21,0,7.4,3.9000000000000004,0.513888888888889,7.000000000000006,7.266372016798877,8.22583337241235,6.688785321591851
2004-05-17 08:00:00,2.0,1010.0,,8.9,937.0,180.0,945.0,142.0,1444.0,949.0,18.5,31.2,0.6611,2004-05-17 08:00:00,2004,5,17,2,138,21,0,-5.5,-12.9,-0.6179775280898876,7.154166666666673,7.348053415958932,8.246058371239979,6.865682495864503
2004-05-17 09:00:00,1.8,990.0,,8.6,924.0,140.0,974.0,90.0,1404.0,861.0,19.8,28.5,0.652,2004-05-17 09:00:00,2004,5,17,2,138,21,0,-0.3000000000000007,5.199999999999999,-0.03488372093023264,7.1708333333333405,7.410650745160985,8.25667662010278,7.004427896195343
2004-05-17 10:00:00,1.7,988.0,,8.5,918.0,141.0,1007.0,94.0,1393.0,850.0,22.3,24.1,0.6394,2004-05-17 10:00:00,2004,5,17,2,138,21,0,-0.09999999999999964,0.20000000000000107,-0.0117647058823529,7.116666666666673,7.465118207902935,8.263976321499698,7.124073664499715
2004-05-17 11:00:00,1.5,979.0,,8.3,910.0,123.0,1028.0,92.0,1396.0,788.0,24.2,21.7,0.6451,2004-05-17 11:00:00,2004,5,17,2,138,21,0,-0.1999999999999993,-0.09999999999999964,-0.024096385542168586,7.13333333333334,7.506862297507788,8.265057031854706,7.218147771339738
2004-05-17 12:00:00,1.9,1029.0,,10.1,983.0,129.0,950.0,97.0,1470.0,879.0,25.1,20.8,0.6516,2004-05-17 12:00:00,2004,5,17,2,138,21,0,1.799999999999999,1.9999999999999982,0.17821782178217813,7.2333333333333405,7.636519182632398,8.320105320899065,7.448695949632559
2004-05-17 13:00:00,1.7,984.0,,9.1,945.0,115.0,990.0,88.0,1423.0,747.0,25.8,19.5,0.6392,2004-05-17 13:00:00,2004,5,17,2,138,21,0,-1.0,-2.799999999999999,-0.10989010989010989,7.412500000000006,7.709693223500778,8.343502161272093,7.580800273661954
2004-05-17 14:00:00,1.5,985.0,,8.5,919.0,104.0,1028.0,86.0,1387.0,700.0,26.3,18.9,0.6344,2004-05-17 14:00:00,2004,5,17,2,138,21,0,-0.5999999999999996,0.40000000000000036,-0.0705882352941176,7.545833333333339,7.749208562325738,8.348197096433932,7.654336251768998
2004-05-17 15:00:00,1.7,981.0,,7.7,886.0,129.0,1054.0,99.0,1363.0,695.0,25.8,18.6,0.608,2004-05-17 15:00:00,2004,5,17,2,138,21,0,-0.7999999999999998,-0.20000000000000018,-0.10389610389610388,7.570833333333339,7.746748134209451,8.328751183540913,7.657989351627479
2004-05-17 16:00:00,1.7,1020.0,,9.0,941.0,138.0,1016.0,95.0,1425.0,756.0,25.7,19.4,0.6304,2004-05-17 16:00:00,2004,5,17,2,138,21,0,1.2999999999999998,2.0999999999999996,0.14444444444444443,7.562500000000006,7.809410727498978,8.348888648034684,7.765350203497281
2004-05-17 17:00:00,2.4,1106.0,,13.4,1097.0,135.0,902.0,105.0,1552.0,941.0,26.7,17.1,0.5909,2004-05-17 17:00:00,2004,5,17,2,138,21,0,4.4,3.1000000000000005,0.3283582089552239,7.700000000000006,8.08894019112403,8.500421988593642,8.216122187217499
2004-05-17 18:00:00,3.1,1153.0,,15.6,1168.0,163.0,842.0,121.0,1644.0,1021.0,24.3,19.8,0.5933,2004-05-17 18:00:00,2004,5,17,2,138,21,0,2.1999999999999993,-2.200000000000001,0.141025641025641,7.937500000000006,8.464493181567827,8.713409328935832,8.8068324122401
2004-05-17 19:00:00,3.4,1215.0,,17.8,1234.0,180.0,796.0,125.0,1735.0,1167.0,23.5,20.8,0.5937,2004-05-17 19:00:00,2004,5,17,2,138,21,0,2.200000000000001,1.7763568394002505e-15,0.12359550561797758,8.050000000000006,8.931268522489436,8.986007049067757,9.526285819260892
2004-05-17 20:00:00,3.0,1094.0,,12.7,1072.0,170.0,888.0,122.0,1545.0,1105.0,22.0,24.0,0.6263,2004-05-17 20:00:00,2004,5,17,2,138,21,0,-5.100000000000001,-7.3000000000000025,-0.4015748031496064,8.137500000000006,9.119705096364964,9.097426837595725,9.78018295372002
2004-05-17 21:00:00,1.2,944.0,,6.4,832.0,72.0,1072.0,81.0,1350.0,712.0,21.1,26.2,0.6481,2004-05-17 21:00:00,2004,5,17,2,138,21,0,-6.299999999999999,-1.1999999999999975,-0.9843749999999998,8.112500000000006,8.983719841546716,9.016504032467854,9.50976831742242
2004-05-17 22:00:00,1.2,964.0,,7.1,861.0,69.0,1014.0,73.0,1398.0,735.0,20.9,28.8,0.7014,2004-05-17 22:00:00,2004,5,17,2,138,21,0,0.6999999999999993,6.999999999999998,0.09859154929577456,8.162500000000007,8.88953384946938,8.959008911493816,9.316986852028627
2004-05-17 23:00:00,1.3,1003.0,,7.4,872.0,79.0,988.0,80.0,1439.0,851.0,20.2,31.2,0.7304,2004-05-17 23:00:00,2004,5,17,2,138,21,0,0.3000000000000007,-0.3999999999999986,0.04054054054054063,8.237500000000006,8.81505715699591,8.912238644149001,9.163627903866338
2004-05-18 00:00:00,1.0,914.0,,5.2,774.0,53.0,1091.0,65.0,1323.0,706.0,20.0,31.5,0.7262,2004-05-18 00:00:00,2004,5,18,2,139,21,1,-2.2,-2.500000000000001,-0.4230769230769231,8.229166666666673,8.634304299146114,8.800871484824532,8.846537671557032
2004-05-18 01:00:00,0.4,839.0,,2.4,609.0,36.0,1276.0,59.0,1286.0,643.0,20.8,32.3,0.7813,2004-05-18 01:00:00,2004,5,18,2,139,21,1,-2.8000000000000003,-0.6000000000000001,-1.1666666666666667,8.175000000000006,8.322589084188808,8.608845340279794,8.33081465783247
2004-05-18 02:00:00,0.3,830.0,,2.0,582.0,30.0,1310.0,50.0,1264.0,608.0,20.0,34.5,0.7954,2004-05-18 02:00:00,2004,5,18,2,139,21,1,-0.3999999999999999,2.4000000000000004,-0.19999999999999996,8.183333333333339,8.006459629979368,8.4105799800714,7.824349485205873
2004-05-18 03:00:00,0.2,812.0,,1.2,521.0,0.3121691406582554,1413.0,0.3121691406582554,1233.0,469.0,21.2,32.9,0.8178,2004-05-18 03:00:00,2004,5,18,2,139,21,1,-0.8,-0.40000000000000013,-0.6666666666666667,8.175000000000006,7.666136648480399,8.194262580669257,7.294401526389403
2004-05-18 04:00:00,0.41985051992852407,832.0,,1.5,547.0,15.0,1320.0,23.0,1254.0,469.0,18.3,40.0,0.8345,2004-05-18 04:00:00,2004,5,18,2,139,21,1,0.30000000000000004,1.1,0.20000000000000004,8.179166666666672,7.357829816056379,7.993434703249179,6.830849404278251
2004-05-18 05:00:00,0.5,903.0,,3.1,656.0,38.0,1155.0,37.0,1361.0,618.0,17.0,44.6,0.8593,2004-05-18 05:00:00,2004,5,18,2,139,21,1,1.6,1.3,0.5161290322580645,8.162500000000005,7.14493832525356,7.846631662151703,6.532381451935991
2004-05-18 06:00:00,0.9,1022.0,,6.3,825.0,68.0,931.0,54.0,1487.0,931.0,17.1,45.3,0.8784,2004-05-18 06:00:00,2004,5,18,2,139,21,1,3.1999999999999997,1.5999999999999996,0.5079365079365079,8.133333333333338,7.102691408990882,7.800232712287151,6.5137909357811115
2004-05-18 07:00:00,2.7,1378.0,,19.3,1277.0,192.0,628.0,94.0,1970.0,1519.0,17.1,46.5,0.901,2004-05-18 07:00:00,2004,5,18,2,139,21,1,13.0,9.8,0.6735751295336787,8.337500000000006,7.712556838541338,8.145225730918536,7.5366876609186235
2004-05-18 08:00:00,6.5,1745.0,,38.9,1748.0,346.0,484.0,139.0,2605.0,2054.0,18.8,39.7,0.8547,2004-05-18 08:00:00,2004,5,18,2,139,21,1,19.599999999999998,6.599999999999998,0.5038560411311054,9.587500000000006,9.271928996614271,9.06786895899098,10.045752648045134
2004-05-18 09:00:00,3.2,1326.0,,14.6,1137.0,225.0,719.0,115.0,1760.0,1550.0,20.3,38.1,0.8946,2004-05-18 09:00:00,2004,5,18,2,139,21,1,-24.299999999999997,-43.89999999999999,-1.6643835616438354,9.837500000000006,9.538332546783558,9.233832890221251,10.410092436201523
2004-05-18 10:00:00,2.4,1215.0,,12.3,1062.0,199.0,794.0,119.0,1650.0,1381.0,25.3,27.0,0.8565,2004-05-18 10:00:00,2004,5,18,2,139,21,1,-2.299999999999999,22.0,-0.1869918699186991,9.995833333333339,9.676415919444379,9.325817903514613,10.561285041305402
2004-05-18 11:00:00,1.9,1138.0,,11.0,1015.0,140.0,854.0,103.0,1604.0,1115.0,27.4,22.8,0.8219,2004-05-18 11:00:00,2004,5,18,2,139,21,1,-1.3000000000000007,0.9999999999999982,-0.11818181818181825,10.10833333333334,9.74259512347216,9.376043366409174,10.59638223800097
2004-05-18 12:00:00,2.7,1244.0,,15.4,1162.0,162.0,765.0,123.0,1735.0,1189.0,30.0,20.0,0.8338,2004-05-18 12:00:00,2004,5,18,2,139,21,1,4.4,5.700000000000001,0.28571428571428575,10.329166666666671,10.025465367298551,9.556762065416898,10.980671658960892
2004-05-18 13:00:00,2.9,1261.0,,17.0,1210.0,173.0,736.0,126.0,1769.0,1200.0,30.9,19.1,0.8394,2004-05-18 13:00:00,2004,5,18,2,139,21,1,1.5999999999999996,-2.8000000000000007,0.09411764705882351,10.658333333333337,10.374192098933623,9.78005920345439,11.462217926244021
2004-05-18 14:00:00,2.0,1182.0,,12.5,1066.0,121.0,818.0,106.0,1663.0,965.0,30.6,20.2,0.8719,2004-05-18 14:00:00,2004,5,18,2,139,21,1,-4.5,-6.1,-0.36,10.825000000000003,10.48048249398694,9.861657427350758,11.545240492144499
2004-05-18 15:00:00,2.3,1208.0,,13.8,1111.0,133.0,783.0,127.0,1653.0,1018.0,32.2,18.9,0.8964,2004-05-18 15:00:00,2004,5,18,2,139,21,1,1.3000000000000007,5.800000000000001,0.09420289855072468,11.079166666666671,10.646458369287593,9.979807704530236,11.725621252772939
2004-05-18 16:00:00,1.9,1158.0,,10.1,981.0,96.0,862.0,105.0,1573.0,775.0,31.7,19.5,0.8981,2004-05-18 16:00:00,2004,5,18,2,139,21,1,-3.700000000000001,-5.000000000000002,-0.36633663366336644,11.125000000000005,10.619135450823213,9.983413473394329,11.595571552551105
2004-05-18 17:00:00,3.0,1346.0,,19.3,1278.0,141.0,701.0,130.0,1873.0,1193.0,30.9,20.5,0.8996,2004-05-18 17:00:00,2004,5,18,2,139,21,1,9.200000000000001,12.900000000000002,0.4766839378238342,11.370833333333339,11.053178678282052,10.2629110691925,12.211925828347017
2004-05-18 18:00:00,4.4,1443.0,,22.7,1371.0,221.0,664.0,160.0,1988.0,1425.0,27.5,24.7,0.8899,2004-05-18 18:00:00,2004,5,18,2,139,21,1,3.3999999999999986,-5.8000000000000025,0.14977973568281933,11.666666666666671,11.635519744367949,10.636023737116723,13.050971762079257
2004-05-18 19:00:00,4.7,1440.0,,25.5,1443.0,232.0,635.0,162.0,2068.0,1594.0,25.8,27.0,0.8821,2004-05-18 19:00:00,2004,5,18,2,139,21,1,2.8000000000000007,-0.5999999999999979,0.10980392156862748,11.987500000000004,12.328743757149551,11.081943025003222,14.046894021112916
2004-05-18 20:00:00,3.4,1232.0,,15.8,1173.0,174.0,751.0,135.0,1750.0,1284.0,23.7,30.0,0.8633,2004-05-18 20:00:00,2004,5,18,2,139,21,1,-9.7,-12.5,-0.6139240506329113,12.116666666666672,12.502306569292074,11.223484734253125,14.187142499423883
2004-05-18 21:00:00,2.4,1159.0,,12.3,1061.0,138.0,812.0,122.0,1648.0,1174.0,22.2,33.4,0.8806,2004-05-18 21:00:00,2004,5,18,2,139,21,1,-3.5,6.199999999999999,-0.2845528455284553,12.362500000000006,12.49219124082747,11.255780192225531,14.036171099469973
2004-05-18 22:00:00,1.2,1081.0,,8.7,929.0,65.0,910.0,75.0,1518.0,937.0,21.1,36.5,0.9019,2004-05-18 22:00:00,2004,5,18,2,139,21,1,-3.6000000000000014,-0.10000000000000142,-0.4137931034482761,12.429166666666672,12.302581678786096,11.179106786458764,13.609277411512375
2004-05-18 23:00:00,1.7,1083.0,,8.3,911.0,107.0,883.0,96.0,1507.0,985.0,20.2,38.6,0.9016,2004-05-18 23:00:00,2004,5,18,2,139,21,1,-0.3999999999999986,3.200000000000003,-0.04819277108433717,12.466666666666674,12.102452594846792,11.092733582865002,13.184535218591385
2004-05-19 00:00:00,1.2,1069.0,,7.7,887.0,70.0,859.0,84.0,1542.0,1041.0,19.3,43.0,0.9535,2004-05-19 00:00:00,2004,5,19,2,140,21,2,-0.6000000000000005,-0.20000000000000195,-0.07792207792207799,12.57083333333334,11.882329965104452,10.990951575379052,12.745772401104075
2004-05-19 01:00:00,0.7,940.0,,4.2,724.0,44.0,1012.0,68.0,1407.0,867.0,19.2,43.6,0.9591,2004-05-19 01:00:00,2004,5,19,2,140,21,2,-3.5,-2.8999999999999995,-0.8333333333333333,12.645833333333341,11.49821346684923,10.78722302811768,12.06211060901575
2004-05-19 02:00:00,0.5,901.0,,3.0,653.0,41.0,1094.0,65.0,1367.0,822.0,18.4,45.7,0.9599,2004-05-19 02:00:00,2004,5,19,2,140,21,2,-1.2000000000000002,2.3,-0.4000000000000001,12.687500000000007,11.073302793506768,10.553606337274148,11.337141760294491
2004-05-19 03:00:00,0.3,848.0,,1.8,571.0,0.4593223684678387,1224.0,0.4593223684678387,1297.0,624.0,18.7,44.3,0.9453,2004-05-19 03:00:00,2004,5,19,2,140,21,2,-1.2,2.220446049250313e-16,-0.6666666666666666,12.712500000000007,10.60963765383143,10.290998147155923,10.574170419470933
2004-05-19 04:00:00,0.5489498275404956,846.0,,2.2,598.0,33.0,1211.0,52.0,1332.0,669.0,16.3,51.4,0.9468,2004-05-19 04:00:00,2004,5,19,2,140,21,2,0.40000000000000013,1.6,0.18181818181818185,12.741666666666674,10.189155771139857,10.048268202741246,9.904236785913259
2004-05-19 05:00:00,0.3,848.0,,2.2,598.0,32.0,1219.0,46.0,1318.0,628.0,17.0,49.2,0.9459,2004-05-19 05:00:00,2004,5,19,2,140,21,2,0.0,-0.40000000000000013,0.0,12.704166666666673,9.789697982582863,9.81282015665901,9.287897843040199
2004-05-19 06:00:00,0.7,980.0,,5.7,800.0,46.0,983.0,54.0,1462.0,810.0,16.4,52.1,0.9612,2004-05-19 06:00:00,2004,5,19,2,140,21,2,3.5,3.5,0.6140350877192983,12.679166666666672,9.58521308345372,9.689435551959239,9.000866015596982
2004-05-19 07:00:00,3.1,1408.0,,20.9,1321.0,173.0,618.0,94.0,2044.0,1495.0,16.4,53.4,0.9863,2004-05-19 07:00:00,2004,5,19,2,140,21,2,15.2,11.7,0.7272727272727273,12.745833333333337,10.150952429281034,10.025752485400462,9.952796734349224
2004-05-19 08:00:00,6.2,1716.0,,36.7,1701.0,320.0,490.0,155.0,2545.0,2018.0,18.6,46.8,0.99,2004-05-19 08:00:00,2004,5,19,2,140,21,2,15.800000000000004,0.600000000000005,0.4305177111716622,12.65416666666667,11.478404807816982,10.825979910838448,12.092572995601287
2004-05-19 09:00:00,4.6,1475.0,,22.0,1351.0,294.0,625.0,165.0,2006.0,1696.0,21.0,41.1,1.0104,2004-05-19 09:00:00,2004,5,19,2,140,21,2,-14.700000000000003,-30.500000000000007,-0.6681818181818183,12.962500000000004,12.004484567426132,11.161200513513295,12.885167155953184
2004-05-19 10:00:00,2.6,1262.0,,13.4,1096.0,182.0,772.0,134.0,1711.0,1340.0,26.4,28.9,0.9785,2004-05-19 10:00:00,2004,5,19,2,140,21,2,-8.6,6.100000000000003,-0.6417910447761194,13.008333333333335,12.074260339054826,11.228364498107895,12.92635378347693
2004-05-19 11:00:00,2.1,1156.0,,11.5,1034.0,154.0,813.0,122.0,1640.0,1123.0,27.7,26.3,0.9652,2004-05-19 11:00:00,2004,5,19,2,140,21,2,-1.9000000000000004,6.699999999999999,-0.16521739130434784,13.029166666666669,12.045547322102083,11.236513563164658,12.812245480798776
2004-05-19 12:00:00,2.0,1192.0,,13.4,1097.0,118.0,796.0,113.0,1688.0,971.0,30.1,22.1,0.9281,2004-05-19 12:00:00,2004,5,19,2,140,21,2,1.9000000000000004,3.8000000000000007,0.14179104477611942,12.945833333333335,12.113269955996978,11.301418156269717,12.859265842334874
2004-05-19 13:00:00,2.2,1233.0,,15.2,1154.0,116.0,746.0,115.0,1740.0,1000.0,31.0,22.9,1.0144,2004-05-19 13:00:00,2004,5,19,2,140,21,2,1.799999999999999,-0.10000000000000142,0.11842105263157889,12.870833333333335,12.267606458197129,11.418375611581626,13.046524574948084
2004-05-19 14:00:00,2.1,1208.0,,13.0,1083.0,121.0,792.0,118.0,1702.0,891.0,31.0,22.6,1.0012,2004-05-19 14:00:00,2004,5,19,2,140,21,2,-2.1999999999999993,-3.9999999999999982,-0.16923076923076918,12.891666666666667,12.304226135287273,11.465824343234177,13.042802608952236
2004-05-19 15:00:00,2.3,1215.0,,14.0,1116.0,116.0,784.0,125.0,1715.0,852.0,31.6,21.0,0.959,2004-05-19 15:00:00,2004,5,19,2,140,21,2,1.0,3.1999999999999993,0.07142857142857142,12.9,12.389014828522908,11.54184961293715,13.119378400236059
2004-05-19 16:00:00,2.5,1251.0,,15.5,1165.0,144.0,747.0,135.0,1774.0,975.0,30.4,24.7,1.0526,2004-05-19 16:00:00,2004,5,19,2,140,21,2,1.5,0.5,0.0967741935483871,13.125,12.544564087096763,11.660594124549036,13.309828128217175
2004-05-19 17:00:00,3.4,1358.0,,19.3,1278.0,176.0,689.0,149.0,1899.0,1192.0,28.8,26.3,1.0271,2004-05-19 17:00:00,2004,5,19,2,140,21,2,3.8000000000000007,2.3000000000000007,0.1968911917098446,13.125,12.882335882741923,11.889776300812565,13.789041877959802
2004-05-19 18:00:00,4.3,1379.0,,21.9,1349.0,214.0,645.0,162.0,1961.0,1373.0,26.4,30.1,1.0204,2004-05-19 18:00:00,2004,5,19,2,140,21,2,2.599999999999998,-1.2000000000000028,0.11872146118721452,13.091666666666667,13.333219088604828,12.190083011788188,14.437918527723019
2004-05-19 19:00:00,3.8,1379.0,,21.1,1326.0,191.0,659.0,151.0,1961.0,1307.0,24.7,31.5,0.9672,2004-05-19 19:00:00,2004,5,19,2,140,21,2,-0.7999999999999972,-3.399999999999995,-0.037914691943127826,12.908333333333333,13.721558134174586,12.45738052143454,14.97088504550518
2004-05-19 20:00:00,3.8,1373.0,,18.4,1252.0,205.0,670.0,154.0,1889.0,1325.0,22.9,36.5,1.0083,2004-05-19 20:00:00,2004,5,19,2,140,21,2,-2.700000000000003,-1.9000000000000057,-0.14673913043478276,13.016666666666666,13.955480227465856,12.635659105791504,15.245214241864765
2004-05-19 21:00:00,2.0,1197.0,,9.3,950.0,110.0,823.0,118.0,1592.0,918.0,20.8,41.8,1.0155,2004-05-19 21:00:00,2004,5,19,2,140,21,2,-9.099999999999998,-6.399999999999995,-0.9784946236559137,12.891666666666666,13.722706216092561,12.535589332617759,14.769597102515585
2004-05-19 22:00:00,1.7,1238.0,,9.0,940.0,95.0,815.0,103.0,1622.0,877.0,19.7,47.1,1.0666,2004-05-19 22:00:00,2004,5,19,2,140,21,2,-0.3000000000000007,8.799999999999997,-0.03333333333333341,12.904166666666667,13.486570905287932,12.429521652639226,14.30802933431434
2004-05-19 23:00:00,2.0,1255.0,,9.6,963.0,126.0,781.0,122.0,1665.0,1024.0,18.9,52.2,1.1313,2004-05-19 23:00:00,2004,5,19,2,140,21,2,0.5999999999999996,0.9000000000000004,0.062499999999999965,12.958333333333334,13.292242360023536,12.34463600306005,13.931386987569192
2004-05-20 00:00:00,1.5,1164.0,,8.2,908.0,90.0,821.0,102.0,1574.0,1019.0,18.5,50.1,1.0539,2004-05-20 00:00:00,2004,5,20,2,141,21,3,-1.4000000000000004,-2.0,-0.17073170731707324,12.979166666666666,13.03763024202236,12.220296922968249,13.472876028563658
2004-05-20 01:00:00,0.8,1046.0,,5.8,803.0,48.0,900.0,73.0,1490.0,823.0,18.0,53.0,1.0832,2004-05-20 01:00:00,2004,5,20,2,141,21,3,-2.3999999999999995,-0.9999999999999991,-0.4137931034482758,13.045833333333334,12.67574872992124,12.0276880152792,12.859045946278567
2004-05-20 02:00:00,0.5,956.0,,3.1,661.0,38.0,1043.0,59.0,1398.0,701.0,18.4,51.7,1.0819,2004-05-20 02:00:00,2004,5,20,2,141,21,3,-2.6999999999999997,-0.30000000000000027,-0.8709677419354838,13.050000000000002,12.196961293425177,11.759857374820823,12.078322270576281
2004-05-20 03:00:00,0.3,885.0,,1.7,565.0,0.4655015344974187,1217.0,0.4655015344974187,1329.0,542.0,19.8,46.2,1.056,2004-05-20 03:00:00,2004,5,20,2,141,21,3,-1.4000000000000001,1.2999999999999996,-0.823529411764706,13.045833333333334,11.672113228753918,11.458061653576198,11.248056488930178
2004-05-20 04:00:00,0.4461119539769558,877.0,,1.6,549.0,14.0,1265.0,26.0,1317.0,463.0,19.6,47.7,1.0736,2004-05-20 04:00:00,2004,5,20,2,141,21,3,-0.09999999999999987,1.3000000000000003,-0.06249999999999992,13.020833333333336,11.168507567316222,11.162319803968913,10.476211969815765
2004-05-20 05:00:00,0.3,925.0,,2.3,609.0,26.0,1168.0,35.0,1363.0,533.0,17.3,54.1,1.0582,2004-05-20 05:00:00,2004,5,20,2,141,21,3,0.6999999999999997,0.7999999999999996,0.30434782608695643,13.025000000000004,10.725082188950411,10.896450209849846,9.822115012230503
2004-05-20 06:00:00,0.9,1086.0,,6.6,837.0,83.0,885.0,68.0,1553.0,906.0,15.8,59.0,1.0495,2004-05-20 06:00:00,2004,5,20,2,141,21,3,4.3,3.6,0.6515151515151515,13.062500000000005,10.51882807950289,10.76755670355435,9.564345811252064
2004-05-20 07:00:00,2.8,1490.0,,19.6,1286.0,188.0,593.0,97.0,2053.0,1447.0,16.6,55.9,1.0486,2004-05-20 07:00:00,2004,5,20,2,141,21,3,13.000000000000002,8.700000000000003,0.663265306122449,13.00833333333334,10.972886675527747,11.032530002447718,10.3671981463519
2004-05-20 08:00:00,5.4,1763.0,,32.9,1617.0,253.0,489.0,146.0,2503.0,1835.0,18.7,52.8,1.1279,2004-05-20 08:00:00,2004,5,20,2,141,21,3,13.299999999999997,0.2999999999999954,0.4042553191489361,12.850000000000007,12.069242341751359,11.688554102374287,12.169822294643748
2004-05-20 09:00:00,4.0,1462.0,,18.1,1242.0,149.0,637.0,83.0,1961.0,1552.0,20.7,46.4,1.1227,2004-05-20 09:00:00,2004,5,20,2,141,21,3,-14.799999999999997,-28.099999999999994,-0.8176795580110495,12.687500000000007,12.37078022466379,11.880897479303057,12.644236511072249
2004-05-20 10:00:00,2.2,1232.0,,12.4,1062.0,155.0,787.0,117.0,1707.0,1092.0,26.1,30.0,0.9972,2004-05-20 10:00:00,2004,5,20,2,141,21,3,-5.700000000000001,9.099999999999996,-0.4596774193548388,12.645833333333341,12.372241213430598,11.896470554923965,12.62469759018647
2004-05-20 11:00:00,2.2,1239.0,,12.5,1067.0,146.0,779.0,117.0,1702.0,1071.0,28.6,25.8,0.9989,2004-05-20 11:00:00,2004,5,20,2,141,21,3,0.09999999999999964,5.800000000000001,0.007999999999999972,12.687500000000007,12.378629152759068,11.914576438276246,12.614721782971552
2004-05-20 12:00:00,2.0,1218.0,,12.0,1051.0,121.0,796.0,108.0,1689.0,881.0,30.3,23.3,0.9869,2004-05-20 12:00:00,2004,5,20,2,141,21,3,-0.5,-0.5999999999999996,-0.041666666666666664,12.629166666666675,12.359697695121113,11.917139145127958,12.56554404033383
2004-05-20 13:00:00,2.0,1235.0,,13.3,1094.0,111.0,756.0,107.0,1729.0,907.0,31.3,22.3,1.0043,2004-05-20 13:00:00,2004,5,20,2,141,21,3,1.3000000000000007,1.8000000000000007,0.09774436090225569,12.55000000000001,12.406712810365057,11.958624970774117,12.624300517107123
2004-05-20 14:00:00,1.9,1196.0,,12.3,1061.0,116.0,791.0,120.0,1649.0,899.0,31.1,22.3,0.9888,2004-05-20 14:00:00,2004,5,20,2,141,21,3,-1.0,-2.3000000000000007,-0.08130081300813008,12.520833333333343,12.401377169846803,11.968866221650893,12.598356475738553
2004-05-20 15:00:00,2.7,1288.0,,16.0,1179.0,167.0,717.0,150.0,1799.0,1074.0,32.4,20.4,0.9732,2004-05-20 15:00:00,2004,5,20,2,141,21,3,3.6999999999999993,4.699999999999999,0.23124999999999996,12.604166666666677,12.581308311354464,12.089800235001366,12.870487957679469
2004-05-20 16:00:00,2.2,1248.0,,13.7,1108.0,145.0,772.0,138.0,1701.0,969.0,32.6,19.3,0.935,2004-05-20 16:00:00,2004,5,20,2,141,21,3,-2.3000000000000007,-6.0,-0.1678832116788322,12.529166666666676,12.637242895786741,12.138106227951324,12.936848921065112
